,ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
11686,6377,Houleye Ba,F,24.0,170.0,55.0,Mauritania,MTN,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 800 metres,
11694,6385,Nooran Ahmed Ali Ba Matraf,F,16.0,166.0,60.0,Yemen,YEM,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 100 metres Butterfly,
11721,6397,"Alexander German ""Sander"" Baart",M,28.0,178.0,76.0,Netherlands,NED,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Men's Hockey,
11731,6402,Baatarskhiin Chinzorig,M,24.0,174.0,64.0,Mongolia,MGL,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Men's Light-Welterweight,
11739,6406,Jaroslav Bba,M,31.0,199.0,86.0,Czech Republic,CZE,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's High Jump,
11751,6414,Bashir Asgari Babajanzadeh Darzi,M,26.0,188.0,130.0,Iran,IRI,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Men's Super-Heavyweight, Greco-Roman",
11759,6420,Glbadam Babamyradowa,F,24.0,156.0,52.0,Turkmenistan,TKM,2016 Summer,2016,Summer,Rio de Janeiro,Judo,Judo Women's Half-Lightweight,
11772,6427,Lalita Shivaji Babar,F,27.0,166.0,50.0,India,IND,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,"Athletics Women's 3,000 metres Steeplechase",
11787,6431,Hrachik Babayan,M,20.0,175.0,75.0,Armenia,ARM,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,"Shooting Men's Air Rifle, 10 metres",
11790,6433,Nazim Tahir olu Babayev,M,18.0,187.0,74.0,Azerbaijan,AZE,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Triple Jump,
11838,6456,Luka Babi,M,24.0,202.0,94.0,Croatia,CRO,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Men's Basketball,
11867,6462,Brian Babilonia,M,21.0,180.0,66.0,Puerto Rico,PUR,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,"Cycling Men's Road Race, Individual",
11876,6469,Kumari Babita,F,26.0,165.0,52.0,India,IND,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Women's Featherweight, Freestyle",
11899,6482,Tmea Babos,F,23.0,179.0,68.0,Hungary,HUN,2016 Summer,2016,Summer,Rio de Janeiro,Tennis,Tennis Women's Singles,
11900,6482,Tmea Babos,F,23.0,179.0,68.0,Hungary,HUN,2016 Summer,2016,Summer,Rio de Janeiro,Tennis,Tennis Women's Doubles,
11954,6512,Marta Bach Pascual,F,23.0,176.0,66.0,Spain,ESP,2016 Summer,2016,Summer,Rio de Janeiro,Water Polo,Water Polo Women's Water Polo,
11986,6532,"Adrian ""Adri"" Delgado Baches",M,26.0,184.0,83.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Water Polo,Water Polo Men's Water Polo,
11993,6538,Hovhannes Bachkov,M,23.0,173.0,64.0,Armenia,ARM,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Men's Light-Welterweight,
12186,6624,Diana Bacosi,F,33.0,175.0,85.0,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,Shooting Women's Skeet,Gold
12198,6629,Pter Bcsi,M,33.0,175.0,82.0,Hungary,HUN,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Men's Middleweight, Greco-Roman",
12202,6632,Timea Bacsinszky,F,27.0,170.0,62.0,Switzerland,SUI,2016 Summer,2016,Summer,Rio de Janeiro,Tennis,Tennis Women's Singles,
12203,6632,Timea Bacsinszky,F,27.0,170.0,62.0,Switzerland,SUI,2016 Summer,2016,Summer,Rio de Janeiro,Tennis,Tennis Women's Doubles,Silver
12204,6633,Imre Balzs Bacskai,M,28.0,177.0,72.0,Hungary,HUN,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Men's Welterweight,
12234,6650,Mohamed Badawy,M,30.0,195.0,91.0,Egypt,EGY,2016 Summer,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Men's Volleyball,
12258,6660,Joel Baden,M,20.0,190.0,70.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's High Jump,
12266,6663,Ahmed Bader Magour,M,20.0,190.0,90.0,Qatar,QAT,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Javelin Throw,
12376,6720,Bae Yeon-Ju,F,25.0,167.0,57.0,South Korea,KOR,2016 Summer,2016,Summer,Rio de Janeiro,Badminton,Badminton Women's Singles,
12377,6721,Bae Yoo-Na,F,26.0,182.0,66.0,South Korea,KOR,2016 Summer,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Women's Volleyball,
12389,6727,Baek Ee-Seul,F,21.0,175.0,72.0,South Korea,KOR,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Women's Hockey,
12403,6739,Baek Su-Yeon,F,25.0,173.0,61.0,South Korea,KOR,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 200 metres Breaststroke,
12414,6743,Marta Baenza Centurion,F,24.0,164.0,52.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Fencing,"Fencing Women's Sabre, Individual",
12443,6764,Marko Bagari,M,30.0,201.0,100.0,Qatar,QAT,2016 Summer,2016,Summer,Rio de Janeiro,Handball,Handball Men's Handball,
12468,6778,Jos Alessandro Bernardo Baggio,M,35.0,172.0,63.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 20 kilometres Walk,
12483,6788,Prviz Barov,M,22.0,177.0,69.0,Azerbaijan,AZE,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Men's Welterweight,
12518,6811,Julien Bahain,M,30.0,190.0,93.0,Canada,CAN,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Quadruple Sculls,
12538,6822,Viviane Kretzmann Bahia,F,22.0,176.0,67.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Water Polo,Water Polo Women's Water Polo,
12563,6843,Meraf Bahta Ogbagaber,F,27.0,176.0,52.0,Sweden,SWE,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,"Athletics Women's 1,500 metres",
12571,6849,Bai Faquan,M,30.0,173.0,66.0,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Triathlon,Triathlon Men's Olympic Distance,
12651,6888,Daniel Everton Bailey,M,29.0,179.0,68.0,Antigua and Barbuda,ANT,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 100 metres,
12689,6903,Nathan Stephen C. Bailey,M,23.0,178.0,71.0,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Trampolining,Trampolining Men's Individual,
12703,6911,Tavis Bailey,M,24.0,191.0,125.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Discus Throw,
12705,6912,Kemar Bailey-Cole,M,24.0,193.0,84.0,Jamaica,JAM,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 4 x 100 metres Relay,Gold
12706,6913,Ryan Bailie,M,26.0,177.0,61.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Triathlon,Triathlon Men's Olympic Distance,
12772,6949,Cameron David Bairstow,M,25.0,206.0,118.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Men's Basketball,
12822,6969,Balzs Baji,M,27.0,192.0,85.0,Hungary,HUN,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 110 metres Hurdles,
12850,6983,Bak Ji-Yun,F,23.0,168.0,63.0,South Korea,KOR,2016 Summer,2016,Summer,Rio de Janeiro,Judo,Judo Women's Half-Middleweight,
12893,7013,Brian Richard Baker,M,31.0,191.0,77.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Tennis,Tennis Men's Singles,
12894,7013,Brian Richard Baker,M,31.0,191.0,77.0,United States-1,USA,2016 Summer,2016,Summer,Rio de Janeiro,Tennis,Tennis Men's Doubles,
12895,7014,"Christopher Edwin ""Chris"" Baker",M,25.0,194.0,80.0,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's High Jump,
12897,7016,Georgia Baker,F,21.0,179.0,66.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,Cycling Women's Team Pursuit,
12906,7020,Kathleen Baker,F,19.0,173.0,68.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 100 metres Backstroke,Silver
12907,7020,Kathleen Baker,F,19.0,173.0,68.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Gold
12915,7026,Mashu Baker,M,21.0,178.0,90.0,Japan,JPN,2016 Summer,2016,Summer,Rio de Janeiro,Judo,Judo Men's Middleweight,Gold
12919,7030,Perry Baker,M,30.0,185.0,82.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Men's Rugby Sevens,
12928,7034,Shakira Baker,F,24.0,172.0,89.0,New Zealand,NZL,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Women's Rugby Sevens,Silver
12957,7048,Amina Barsham Bakhit,F,25.0,175.0,59.0,Sudan,SUD,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 800 metres,
12959,7050,Mohammad Tawfiq Bakhshi,M,30.0,181.0,99.0,Afghanistan,AFG,2016 Summer,2016,Summer,Rio de Janeiro,Judo,Judo Men's Half-Heavyweight,
12974,7056,Abdullah Hel Baki,M,27.0,170.0,82.0,Bangladesh,BAN,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,"Shooting Men's Air Rifle, 10 metres",
12982,7061,Naima Bakkal,F,25.0,170.0,57.0,Morocco,MAR,2016 Summer,2016,Summer,Rio de Janeiro,Taekwondo,Taekwondo Women's Featherweight,
13004,7072,Billy Pierre Bakker,M,27.0,188.0,82.0,Netherlands,NED,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Men's Hockey,
13061,7102,Hosam Bakr Hosam Abdin,M,30.0,178.0,69.0,Egypt,EGY,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Men's Middleweight,
13070,7109,Konstantin Anatolyevich Bakun,M,31.0,204.0,96.0,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Men's Volleyball,
13082,7114,Nina Balaban,F,20.0,158.0,58.0,Macedonia,MKD,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,"Shooting Women's Air Rifle, 10 metres",
13123,7133,Dmitry Igorevich Balandin,M,21.0,195.0,85.0,Kazakhstan,KAZ,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 100 metres Breaststroke,
13124,7133,Dmitry Igorevich Balandin,M,21.0,195.0,85.0,Kazakhstan,KAZ,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 200 metres Breaststroke,Gold
13132,7138,Deivy Alexander Balanta Abona,M,23.0,180.0,77.0,Colombia,COL,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Men's Football,
13133,7139,Kevin Alexander Balanta Licum,M,19.0,179.0,73.0,Colombia,COL,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Men's Football,
13168,7156,Boris Bal,M,18.0,182.0,72.0,Slovakia,SVK,2016 Summer,2016,Summer,Rio de Janeiro,Archery,Archery Men's Individual,
13173,7159,Barbora Balov,F,24.0,169.0,73.0,Slovakia,SVK,2016 Summer,2016,Summer,Rio de Janeiro,Table Tennis,Table Tennis Women's Singles,
13246,7187,Egl Balinait,F,27.0,176.0,63.0,Lithuania,LTU,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 800 metres,
13258,7193,Tais Balconi,F,25.0,164.0,63.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Women's Rugby Sevens,
13277,7204,Elisabeth Baldauf,F,26.0,175.0,62.0,Austria,AUT,2016 Summer,2016,Summer,Rio de Janeiro,Badminton,Badminton Women's Singles,
13279,7206,Laurence Baldauff,F,41.0,164.0,57.0,Austria,AUT,2016 Summer,2016,Summer,Rio de Janeiro,Archery,Archery Women's Individual,
13281,7208,"Carlos Zenon Balderas, Jr.",M,19.0,175.0,60.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Men's Lightweight,
13296,7217,Andrea Baldini,M,30.0,175.0,70.0,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Fencing,"Fencing Men's Foil, Team",
13313,7226,Hugo Balduino de Sousa,M,29.0,187.0,74.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 4 x 400 metres Relay,
13342,7246,Birhanu Yemataw Balew,M,20.0,,,Bahrain,BRN,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,"Athletics Men's 5,000 metres",
13388,7267,Onur Balkan,M,20.0,176.0,70.0,Turkey,TUR,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,"Cycling Men's Road Race, Individual",
13398,7274,Maret Balkestein-Grothues,F,27.0,180.0,68.0,Netherlands,NED,2016 Summer,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Women's Volleyball,
13553,7347,Coralie Balmy,F,29.0,180.0,67.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 200 metres Freestyle,
13554,7347,Coralie Balmy,F,29.0,180.0,67.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 400 metres Freestyle,
13555,7347,Coralie Balmy,F,29.0,180.0,67.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,
13556,7348,Michal Balner,M,33.0,191.0,80.0,Czech Republic,CZE,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Pole Vault,
13577,7354,Gbor Balog,M,25.0,186.0,80.0,Hungary,HUN,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 100 metres Backstroke,
13578,7354,Gbor Balog,M,25.0,186.0,80.0,Hungary,HUN,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 4 x 100 metres Medley Relay,
13638,7379,Bernardo Baloyes Navas,M,22.0,168.0,66.0,Colombia,COL,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 200 metres,
13649,7387,Ksenija Balta,F,29.0,169.0,51.0,Estonia,EST,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Long Jump,
13730,7435,Margaret Bamgbose,F,22.0,171.0,63.0,Nigeria,NGR,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 400 metres,
13734,7439,Abdoullah Bamoussa,M,30.0,170.0,59.0,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,"Athletics Men's 3,000 metres Steeplechase",
13796,7471,Andreia Bandeira,F,29.0,169.0,75.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Women's Middleweight,
13802,7475,Haris Bandey,M,17.0,167.0,79.0,Pakistan,PAK,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 400 metres Freestyle,
13812,7483,Allan Alexander Banegas Murillo,M,22.0,180.0,76.0,Honduras,HON,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Men's Football,
13870,7511,Mamadama Bangoura,F,22.0,176.0,63.0,Guinea,GUI,2016 Summer,2016,Summer,Rio de Janeiro,Judo,Judo Women's Half-Middleweight,
13904,7532,"Konstantinos ""Kostas"" Baniotis",M,29.0,201.0,80.0,Greece,GRE,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's High Jump,
13951,7553,Blair Cameron Bann,M,28.0,184.0,84.0,Canada,CAN,2016 Summer,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Men's Volleyball,
13991,7567,Amine Bannour,M,26.0,196.0,102.0,Tunisia,TUN,2016 Summer,2016,Summer,Rio de Janeiro,Handball,Handball Men's Handball,
14029,7579,Heather Bansley,F,28.0,170.0,66.0,Canada-1,CAN,2016 Summer,2016,Summer,Rio de Janeiro,Beach Volleyball,Beach Volleyball Women's Beach Volleyball,
14036,7585,Sarah Banting,F,22.0,165.0,60.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Women's Coxed Eights,
14061,7590,Kayla Banwarth,F,27.0,178.0,70.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Women's Volleyball,Bronze
14070,7593,Ivan Mykolaiyovych Banzeruk,M,26.0,180.0,70.0,Ukraine,UKR,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 50 kilometres Walk,
14078,7598,Bao Yuqing,F,22.0,173.0,55.0,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,
14090,7604,Kelly-Ann Kaylene Baptiste,F,29.0,167.0,54.0,Trinidad and Tobago,TTO,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 100 metres,
14091,7604,Kelly-Ann Kaylene Baptiste,F,29.0,167.0,54.0,Trinidad and Tobago,TTO,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 4 x 100 metres Relay,
14096,7608,Khader Ghetrich Baqlah,M,17.0,184.0,80.0,Jordan,JOR,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 200 metres Freestyle,
14098,7609,Talita Baqlah,F,20.0,172.0,62.0,Jordan,JOR,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 50 metres Freestyle,
14100,7610,Elsa Mara Baquerizo McMillan,F,29.0,181.0,68.0,Spain,ESP,2016 Summer,2016,Summer,Rio de Janeiro,Beach Volleyball,Beach Volleyball Women's Beach Volleyball,
14103,7612,Carina Br,F,26.0,185.0,75.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Women's Quadruple Sculls,Gold
14166,7643,Jorge Alejandro Barajas Gonzlez,M,25.0,188.0,80.0,Mexico,MEX,2016 Summer,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Men's Volleyball,
14193,7654,Radosaw Baran,M,26.0,177.0,97.0,Poland,POL,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Men's Heavyweight, Freestyle",
14194,7655,Robert Baran,M,24.0,186.0,103.0,Poland,POL,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Men's Super-Heavyweight, Freestyle",
14211,7666,"Matthew ""Matt"" Baranoski",M,23.0,183.0,96.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,Cycling Men's Keirin,
14234,7678,"Katarzyna ""Kasia"" Baranowska",F,28.0,184.0,72.0,Poland,POL,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 200 metres Individual Medley,
14238,7680,Zbigniew Mateusz Baranowski,M,25.0,180.0,86.0,Poland,POL,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Men's Light-Heavyweight, Freestyle",
14261,7690,Mohammad Reza Barari,M,28.0,180.0,85.0,Iran,IRI,2016 Summer,2016,Summer,Rio de Janeiro,Weightlifting,Weightlifting Men's Heavyweight,
14294,7705,"Akalaini ""Bui"" Baravilala",F,25.0,168.0,75.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Women's Rugby Sevens,
14295,7706,Filipe Baravilala,M,21.0,170.0,74.0,Fiji,FIJ,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Men's Football,
14297,7707,Azad Al-Barazi,M,28.0,195.0,85.0,Syria,SYR,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 100 metres Breaststroke,
14304,7711,Ana Luiza Busato Barbachan,F,26.0,171.0,68.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Sailing,Sailing Women's Two Person Dinghy,
14311,7715,Anthony John Barbar,M,23.0,201.0,100.0,Lebanon,LIB,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 50 metres Freestyle,
14312,7716,Brbara Seixas de Freitas,F,29.0,178.0,67.0,Brazil-1,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Beach Volleyball,Beach Volleyball Women's Beach Volleyball,Silver
14314,7717,Brbara Micheline do Monte Barbosa,F,28.0,171.0,71.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Women's Football,
14330,7728,Alana Barber,F,29.0,163.0,52.0,New Zealand,NZL,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 20 kilometres Walk,
14359,7740,"Shawnacy Campbell ""Shawn"" Barber",M,22.0,187.0,82.0,Canada,CAN,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Pole Vault,
14419,7769,Jade Fernandes Barbosa,F,25.0,151.0,45.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Individual All-Around,
14420,7769,Jade Fernandes Barbosa,F,25.0,151.0,45.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Team All-Around,
14421,7769,Jade Fernandes Barbosa,F,25.0,151.0,45.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Floor Exercise,
14422,7769,Jade Fernandes Barbosa,F,25.0,151.0,45.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Uneven Bars,
14423,7769,Jade Fernandes Barbosa,F,25.0,151.0,45.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Balance Beam,
14432,7772,Leandro Mateus Barbosa,M,33.0,194.0,97.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Men's Basketball,
14436,7774,Neyde Marisa Pina Barbosa,F,35.0,175.0,87.0,Angola,ANG,2016 Summer,2016,Summer,Rio de Janeiro,Handball,Handball Women's Handball,
14438,7775,Vera Lcia Mendes Barbosa,F,27.0,168.0,58.0,Portugal,POR,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 400 metres Hurdles,
14474,7792,Stephan de Freitas Barcha,M,26.0,,,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Jumping, Individual",
14475,7792,Stephan de Freitas Barcha,M,26.0,,,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Jumping, Team",
14504,7810,Virginia Bardach Martn,F,24.0,174.0,57.0,Argentina,ARG,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 200 metres Butterfly,
14505,7810,Virginia Bardach Martn,F,24.0,174.0,57.0,Argentina,ARG,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 200 metres Individual Medley,
14506,7810,Virginia Bardach Martn,F,24.0,174.0,57.0,Argentina,ARG,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 400 metres Individual Medley,
14520,7816,Romain Bardet,M,25.0,184.0,64.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,"Cycling Men's Road Race, Individual",
14538,7825,Giovanni Battista Bardis,M,29.0,177.0,85.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Weightlifting,Weightlifting Men's Light-Heavyweight,
14573,7849,Warren Barguil,M,24.0,184.0,62.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,"Cycling Men's Road Race, Individual",
14593,7861,Antonino Barill,M,28.0,187.0,96.0,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,Shooting Men's Double Trap,
14615,7874,Sonja Barjaktarovi,F,29.0,180.0,74.0,Montenegro,MNE,2016 Summer,2016,Summer,Rio de Janeiro,Handball,Handball Women's Handball,
14633,7884,Elinor Jane Barker,F,21.0,168.0,56.0,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,Cycling Women's Team Pursuit,Gold
14649,7896,Roxanne Kimberly Barker,F,25.0,178.0,76.0,South Africa,RSA,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Women's Football,
14740,7952,Emre Zafer (Winston-) Barnes,M,27.0,178.0,73.0,Turkey,TUR,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 4 x 100 metres Relay,
14744,7956,Harrison Bryce Jordan Barnes,M,24.0,203.0,102.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Men's Basketball,Gold
14769,7967,"Patrick Gerard ""Paddy"" Barnes",M,29.0,163.0,49.0,Ireland,IRL,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Men's Light-Flyweight,
14802,7989,Tarasue Barnett,F,22.0,178.0,81.0,Jamaica,JAM,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Discus Throw,
14839,8008,McQuin Baron,M,20.0,206.0,104.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Water Polo,Water Polo Men's Water Polo,
14871,8025,Thomas Gabriel Jrmie Baroukh,M,28.0,183.0,70.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Lightweight Coxless Fours,Bronze
14889,8036,Thomas Barr,M,24.0,183.0,73.0,Ireland,IRL,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 400 metres Hurdles,
14918,8051,Bronte Amelia Arnold Barratt,F,27.0,171.0,59.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 200 metres Freestyle,
14919,8051,Bronte Amelia Arnold Barratt,F,27.0,171.0,59.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Silver
14996,8093,Danny Barrett,M,26.0,188.0,102.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Men's Rugby Sevens,
15030,8112,Hugo Barrette,M,25.0,175.0,90.0,Canada,CAN,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,Cycling Men's Keirin,
15032,8114,Francisco Carlos Barretto Jnior,M,26.0,175.0,72.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Individual All-Around,
15033,8114,Francisco Carlos Barretto Jnior,M,26.0,175.0,72.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Team All-Around,
15034,8114,Francisco Carlos Barretto Jnior,M,26.0,175.0,72.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Floor Exercise,
15035,8114,Francisco Carlos Barretto Jnior,M,26.0,175.0,72.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Parallel Bars,
15036,8114,Francisco Carlos Barretto Jnior,M,26.0,175.0,72.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Horizontal Bar,
